-8.546812239671533e-10,-7.0083625239992132e-10,1.0974225183872533e-10,1.5360437479242636e-11,-2.0058691701558724e-10,-2.9161611173765466e-10,-1.1726217081451748e-10,1.2074150206961238e-10,4.2424305222036537e-10,7.2803685845860949e-10,-4.2133800391850711e-12,7.0792130063736913e-11,6.0154596885905623e-10,-3.5034307035391029e-10,-1.4436901955256438e-10,-2.219691858705804e-10,-2.0723550949844439e-11,3.9602939044479507e-10,-7.310764257577778e-10,1.2211014927346584e-10,2.4776959592297052e-10,9.3476561468257614e-10
6.6424658744340679e-10,1.2904084164641385e-10,-2.1883247379166838e-09,-1.1127135668092651e-09,-2.3517763926920071e-10,1.5056806852400647e-09,-1.9096208571758221e-09,-1.4986395839810092e-10,-1.3887120528034014e-09,6.607939431092821e-10,-2.2956371537403536e-09,2.4591066131138157e-09,1.6139015445182094e-10,-6.7122527916573452e-10,1.7558804742583268e-09,-1.6177207964239608e-10,7.1033044507350418e-10,2.3894860720890209e-09,2.1042748586568045e-10,-5.701417669386127e-10,-8.636585997031542e-10,1.3389775286018643e-10
-3.9687305595907033e-10,-2.4099155207874085e-10,1.1900771219712757e-09,9.7734875649358448e-10,4.367960184181643e-10,-8.3938345500507138e-10,8.7823698252078561e-10,1.8116255077164643e-10,1.7139644055943134e-09,2.7324418117128593e-10,1.8290563524425446e-09,-2.2398580958813589e-09,-1.0506879035324365e-09,-5.9312119428754325e-11,-1.1027277714651947e-09,-5.0441474402316221e-10,-4.054493963732965e-10,-8.8284765784094489e-10,-6.020671073209623e-10,1.6460372322762202e-09,1.281603443789278e-09,7.6810682851207001e-11
-1.5797809163656296e-09,2.7273617915826336e-10,2.8138501906624389e-09,9.5362403391744448e-10,-2.9803270469785078e-10,-1.2442359151470334e-09,2.2127216305826886e-09,4.1522496302663391e-10,1.8177655520508471e-09,-1.9604253621430769e-09,1.9190163593177288e-09,-3.9382923699245955e-09,5.4353974127987179e-10,5.175009947815653e-11,-1.8613358493687438e-09,5.1307029565778781e-10,-1.3499944777186699e-09,-3.1532335782780123e-09,-2.38385782141768e-10,1.2786187183012042e-09,1.1915611020980891e-09,-1.2737244910273587e-09
1.4615776659194531e-09,1.8217513880366318e-09,-1.4990575702227553e-09,-1.213353749704757e-09,-6.8227423687690787e-10,1.6762793403881945e-09,-1.273115171760605e-09,-3.5116075845670357e-10,-1.3858343274287916e-09,8.4018198006423432e-10,-1.8832655229554391e-09,2.1130614036031485e-09,-6.1947846567426366e-10,1.3009967103322503e-09,2.3575807628582086e-09,7.1248755929867386e-10,8.7595286467464991e-10,7.4406766281715146e-10,8.5523294799747325e-10,-1.0536428088471782e-09,-1.6816623996948827e-09,-1.2983605478246074e-09
1.038293147722038e-09,-1.5925240502137236e-10,-1.9757317716780376e-09,-6.5887600382374647e-10,6.3111321126017547e-10,3.5835267049414308e-10,-8.5224686755953858e-10,-6.2024789442039138e-10,-1.3137305121130124e-09,-1.5377344712686396e-11,-7.1968583806482326e-10,1.8675974469756714e-09,-1.8851988089801353e-10,-1.3372106590984854e-09,4.6352599149280802e-10,-6.3220657232882161e-10,1.20497575380688e-09,2.2502339480839854e-09,2.5576865931812908e-10,-9.8342596940649049e-10,2.6880337508040504e-10,4.6952912606764198e-10
3.2140080830355976e-09,6.9826900612962227e-10,-5.6014255114839139e-09,-2.6478943164824019e-09,-4.2728302688391737e-10,2.9911416203668387e-09,-3.1691423045429115e-09,-9.9187653545493216e-11,-4.0861323581807387e-09,1.9921327958044385e-09,-5.0075343019037277e-09,5.6128913552729493e-09,1.9264668800860943e-10,-9.5155961815141794e-10,2.9500144031333242e-09,-4.6626021667594891e-10,2.9146900577904118e-09,5.7343194432827793e-09,1.0064666636492305e-09,-2.1268068953673951e-09,-1.3745357496661838e-09,-1.1424191192306175e-09
-5.731002954778584e-10,6.811846803487568e-10,1.4487845883662569e-09,1.5079807188836942e-11,-5.6462974481342049e-12,7.2721242176142997e-10,-6.2047677987486809e-10,-9.3890690787433003e-11,-2.8358401105014693e-10,-1.0364028834330482e-09,-1.1159066489408598e-09,-6.1129088575216929e-11,1.1921674569644441e-09,3.701426283233579e-10,2.1734119151625336e-10,6.0253123545538e-10,-9.7173119796786548e-10,-1.6527615819790517e-09,3.4290120289937335e-10,-5.9862419627870048e-10,-4.3276159327755259e-10,1.458852142531087e-10
-3.2484308117856611e-09,-3.1870838801978715e-10,3.1256487601678053e-09,2.1141898829915293e-09,5.0948640300217677e-12,-2.9261614635192834e-09,2.9012684784647934e-09,-1.548600109437561e-11,1.6760630989748108e-09,-2.2058741133619874e-09,4.4282433064095155e-09,-4.4507961264145156e-09,-1.3489652014303791e-10,-5.0582154372009069e-10,-2.1464407618850767e-09,-7.9271388577950749e-10,-1.6823419655911456e-09,-2.8409926139582614e-09,-1.2742404278964305e-09,9.8340208897825424e-10,1.8175231355689435e-09,4.2396713699485897e-11
-5.3811777032030518e-11,1.4158058355447695e-10,1.2627464695399707e-09,1.8902200198214967e-09,-2.9165327244678272e-11,-9.7381242541315368e-10,1.6279975737421557e-09,-2.0445412569084279e-10,5.0872398823788885e-10,2.1192311831014096e-10,2.909456202491164e-09,-1.0607389620970647e-09,-1.8520174058929209e-09,1.5826653475238332e-09,-1.2706938937690231e-09,-6.004198564194576e-10,1.8874679788086626e-10,-1.6775358520758653e-09,-2.1843377001175081e-11,1.055038365113061e-10,-1.4123872421134905e-10,4.9280054756830031e-10
5.2556273445739296e-10,9.4709169411360234e-11,-4.0271444403976956e-10,-5.403152825926623e-10,7.558390909327111e-10,9.536833993102904e-10,-3.0522973472604827e-10,-6.0042763328000858e-10,1.1388538443973785e-10,1.4483938333610246e-09,-2.2447302502526539e-10,9.9623881768378094e-10,2.6010200170505236e-11,1.6377170472701448e-09,6.3688289615279711e-10,3.1532379774645982e-10,-7.6580079382120094e-10,-5.3035124883433938e-10,6.6158201544749725e-10,-3.5879425955299259e-10,-1.2081993923987346e-09,4.757577625877094e-10
-1.0180246575793108e-09,9.1120554733959052e-10,2.1942733028370896e-09,6.0138848005775094e-10,-1.9771666685536221e-10,-3.5871123861529411e-10,1.0699921440074431e-09,7.96695453938519e-10,2.4864566799850169e-10,-1.5531758089524586e-09,1.3911885755893122e-09,-2.4285275609400399e-09,-4.6062700363947472e-10,7.2788018139897422e-10,-8.3441881409517359e-10,6.1448453560752484e-10,-5.6666400605413037e-10,-1.8078745637197579e-09,-2.5531639219242839e-11,8.2701611048288793e-10,7.4444230985164176e-10,-9.609279623147474e-10
-1.5274613913498051e-09,-4.9501908732557163e-10,3.5478000529306778e-10,-1.4649744950799647e-11,2.5468868711739053e-10,-4.152354017340763e-10,-1.8390641702177197e-10,3.5407080106362662e-10,4.3748267705928521e-10,-3.6034124169760619e-10,3.7509446536358515e-10,-1.1682925615974532e-09,1.1677270259806525e-09,-1.6189761400037454e-09,-7.9597842030260352e-10,-3.4880128663678199e-10,-4.4637632500479318e-10,3.8530335118039913e-10,-7.1031898984527973e-10,1.0149682507888157e-09,1.0990901037340263e-09,4.4755224774657867e-10
1.0987093986052691e-09,1.0161831697091916e-09,-2.784365171606576e-09,-1.4197457302279315e-09,-1.3147144042954313e-09,2.3828115312622271e-09,-2.3979165415058528e-09,-3.3365888620974189e-10,-2.5562322197825242e-09,1.9912195510997775e-09,-2.8312149913177391e-09,3.653761724633323e-09,-2.075354243082652e-10,8.2980361657975185e-10,3.1506466818082728e-09,2.6417741012420293e-10,4.5217172520417302e-10,2.3165198425316738e-09,1.8598615324712428e-10,-2.0117431845825393e-09,-2.6258157148305731e-09,-1.5068744883253301e-10
1.1962470746937294e-10,-1.1042729016764309e-10,5.4056137491507064e-10,-8.1570479782652128e-10,-1.2603601414952915e-10,1.1503947204754867e-09,-1.1413727988683551e-09,-1.8063584272790961e-10,-6.0762693152570215e-10,-5.517806917143769e-10,-3.7749424022366614e-09,1.0861223791286403e-09,1.6608060308541921e-09,-1.8521194216817522e-09,2.4411330459014342e-10,6.651696662492171e-10,-2.0101451652864359e-10,-1.0162014255598875e-11,1.0056201158125657e-09,6.4279507407321286e-10,-4.5743049271060382e-10,-7.3384237303604539e-10
